drift_family,estimator,trial,beta,sign_error,mse,entropy_final,sign_prob_final
ou,xy_snapshot,10,1.0,0.13,0.15532288381482023,0.7389469193348865,0.7913226527605941
ou,xy_snapshot,11,1.0,0.22,0.12924134912162785,0.18448766505755382,0.9719556178247589
ou,xy_snapshot,12,1.0,0.27,0.12414040636869136,0.8754259653233746,0.7047347279994518
ou,xy_snapshot,13,1.0,0.34,0.10252296138763908,0.9966685197271329,0.46603363330803127
ou,xy_snapshot,14,1.0,0.09,0.17536039907018022,0.0431695412362065,0.9952923427276228
ou,xy_snapshot,15,1.0,0.13,0.18015121645343896,0.0015235127649537252,0.9998961932478528
ou,xy_snapshot,16,1.0,0.14,0.10015060900288443,0.0014932497036798126,0.9998984773122046
ou,xy_snapshot,17,1.0,0.09,0.17168145467872217,0.712328824693747,0.8047485009244365
ou,xy_snapshot,18,1.0,0.25,0.09848861225821541,0.23252094573598225,0.9621125483718719
ou,xy_snapshot,19,1.0,0.06,0.4051714593931381,0.04709639987877977,0.9947788688121719
ou,xy_snapshot,20,1.0,0.08,0.2165474457793064,0.921555646007135,0.3366283301811671
ou,xy_snapshot,21,1.0,0.16,0.16495518907064688,0.026153015844480668,0.9973906792869961
ou,xy_snapshot,22,1.0,0.12,0.07705237027437073,0.22279544256411235,0.9641782767451356
ou,xy_snapshot,23,1.0,0.21,0.11379541784313835,0.18676904996308671,0.9715085799519134
ou,xy_snapshot,24,1.0,0.22,0.10340942704752884,0.9244341687268802,0.6604013020292046
ou,xy_snapshot,25,1.0,0.15,0.23712785955995397,0.000739828988164611,0.9999532568783465
ou,xy_snapshot,26,1.0,0.19,0.1557613582823784,0.9999895944904951,0.5018990171451707
ou,xy_snapshot,27,1.0,0.09,0.26179458828165286,0.00401092750224432,0.99969423718184
ou,xy_snapshot,28,1.0,0.17,0.11924877984468958,0.8169873504972655,0.746365925917803
ou,xy_snapshot,29,1.0,0.2,0.18868846593674327,0.048224097769976465,0.9946295706689051
ou,xy_snapshot,30,1.0,0.12,0.07433765992516171,0.13255920822029915,0.9815653096505921
ou,xy_snapshot,31,1.0,0.13,0.1544359965267661,0.7279267690623055,0.7969801830671821
ou,xy_snapshot,32,1.0,0.14,0.07632144257379511,0.15086106664383672,0.978303813408694
ou,xy_snapshot,33,1.0,0.13,0.1274295260517172,0.9303629985186217,0.6540891328478257
ou,xy_snapshot,34,1.0,0.13,0.112109187594465,0.0001423488408641118,0.999992273948595
ou,xy_snapshot,35,1.0,0.28,0.13021474137690872,0.7821179333867065,0.7676311537021927
ou,xy_snapshot,36,1.0,0.22,0.12172894466942484,0.0421515037606452,0.9954237974686497
ou,xy_snapshot,37,1.0,0.08,0.11655681129661141,0.8982572489515336,0.3144621285132366
ou,xy_snapshot,38,1.0,0.19,0.11391831878358184,0.9012388517076277,0.31713520667610423
ou,xy_snapshot,39,1.0,0.18,0.11570655565565363,0.2646354794256685,0.9550293907873173
ou,xy_snapshot,40,1.0,0.18,0.13859301580282696,0.7353800114544489,0.7931697594302303
