gain,estimator,trial,residual_var
1.0,x_only,49,0.2358780051481867
1.0,x_only,50,0.31458929153309007
1.0,x_only,51,0.15003328982811565
1.0,x_only,52,0.27126594181361946
1.0,x_only,53,0.22578470504111448
1.0,x_only,54,0.26494358703981463
1.0,x_only,55,0.21381987119528276
1.0,x_only,56,0.2038315560752025
1.0,x_only,57,0.1936702524855418
1.0,x_only,58,0.49022633425999146
1.0,x_only,59,0.22946138518889345
1.0,xy,0,0.08500296309108245
1.0,xy,1,0.07435489134606535
1.0,xy,2,0.04951693803234973
1.0,xy,3,0.04432535687259062
1.0,xy,4,0.04987719289110538
1.0,xy,5,0.06332470014727938
1.0,xy,6,0.04114597120761652
1.0,xy,7,0.09731314616597515
1.0,xy,8,0.060194114202418644
1.0,xy,9,0.05351743165346742
1.0,xy,10,0.09803613926217969
1.0,xy,11,0.05633204839851502
1.0,xy,12,0.07823440885490261
1.0,xy,13,0.05307493754817672
1.0,xy,14,0.07663103605790872
1.0,xy,15,0.08050855231264314
1.0,xy,16,0.05372087635171036
1.0,xy,17,0.09576190686268131
1.0,xy,18,0.0768787090780853
1.0,xy,19,0.06750893549359892
1.0,xy,20,0.06796521577075232
1.0,xy,21,0.07230388747893766
1.0,xy,22,0.06491594110659418
1.0,xy,23,0.06409370744785388
1.0,xy,24,0.06226418384988838
1.0,xy,25,0.07324458775824966
1.0,xy,26,0.07313111833167867
1.0,xy,27,0.07630169990305916
1.0,xy,28,0.05805416025679894
1.0,xy,29,0.06823414337014383
1.0,xy,30,0.045230397149593767
1.0,xy,31,0.09883476805947844
1.0,xy,32,0.06967830389774779
1.0,xy,33,0.054190470992046685
1.0,xy,34,0.07675469632500788
1.0,xy,35,0.0628263534952535
1.0,xy,36,0.053195989750373956
1.0,xy,37,0.050654722165157554
1.0,xy,38,0.06377030898508827
1.0,xy,39,0.055269542341089724
1.0,xy,40,0.06851529957618827
1.0,xy,41,0.05942911504008596
1.0,xy,42,0.042399655941922285
1.0,xy,43,0.043191598094405766
1.0,xy,44,0.07303683694703816
1.0,xy,45,0.06408962291495934
1.0,xy,46,0.08989108293377242
1.0,xy,47,0.05800916798298917
1.0,xy,48,0.06350843514438988
1.0,xy,49,0.0686535943613445
1.0,xy,50,0.06924789290936069
1.0,xy,51,0.048403558778687156
1.0,xy,52,0.05251505552792495
1.0,xy,53,0.04260126181124369
1.0,xy,54,0.06370118571520078
1.0,xy,55,0.047707470234777005
1.0,xy,56,0.07543220708796108
1.0,xy,57,0.05532751098428559
1.0,xy,58,0.05058245285172955
1.0,xy,59,0.06326699308292781
1.5,x_only,0,0.28946435051015984
1.5,x_only,1,0.09719230133283702
1.5,x_only,2,0.1739808934460332
1.5,x_only,3,0.09384901141855112
1.5,x_only,4,0.11243759625972925
1.5,x_only,5,0.35529728235246516
1.5,x_only,6,0.16498723187437087
1.5,x_only,7,0.18178203711329188
1.5,x_only,8,0.16566334387543752
1.5,x_only,9,0.19029701926353185
1.5,x_only,10,0.1090708048880022
1.5,x_only,11,0.20574922837904253
1.5,x_only,12,0.2986657100589103
1.5,x_only,13,0.1965056566397007
1.5,x_only,14,0.20971432625968933
1.5,x_only,15,0.24455956310113935
1.5,x_only,16,0.21978705630289813
1.5,x_only,17,0.1694721079143648
1.5,x_only,18,0.2090408258456322
1.5,x_only,19,0.14977689590975551
1.5,x_only,20,0.22077173057960228
1.5,x_only,21,0.16011704179132039
1.5,x_only,22,0.18349769782331055
1.5,x_only,23,0.2590926876571923
1.5,x_only,24,0.17463093200320665
1.5,x_only,25,0.2699285611955912
1.5,x_only,26,0.2374074740384064
1.5,x_only,27,0.1894802767568169
1.5,x_only,28,0.15168731211829778
1.5,x_only,29,0.31652515063288855
1.5,x_only,30,0.20282808177848743
1.5,x_only,31,0.22864007227694372
1.5,x_only,32,0.14882459189088548
