beta,estimator,trial,sign_error
1.5,oracle_x,44,0.06
1.5,oracle_x,45,0.01
1.5,oracle_x,46,0.0
1.5,oracle_x,47,0.19
1.5,oracle_x,48,0.06
1.5,oracle_x,49,0.0
1.5,oracle_x,50,0.02
1.5,oracle_x,51,0.01
1.5,oracle_x,52,0.03
1.5,oracle_x,53,0.0
1.5,oracle_x,54,0.0
1.5,oracle_x,55,0.06
1.5,oracle_x,56,0.0
1.5,oracle_x,57,0.04
1.5,oracle_x,58,0.0
1.5,oracle_x,59,0.0
1.5,oracle_x,60,0.0
1.5,oracle_x,61,0.0
1.5,oracle_x,62,0.18
1.5,oracle_x,63,0.39
1.5,oracle_x,64,0.01
1.5,oracle_x,65,0.0
1.5,oracle_x,66,0.0
1.5,oracle_x,67,0.08
1.5,oracle_x,68,0.01
1.5,oracle_x,69,0.3
1.5,oracle_x,70,0.09
1.5,oracle_x,71,0.03
1.5,oracle_x,72,0.01
1.5,oracle_x,73,0.01
1.5,oracle_x,74,0.0
1.5,oracle_x,75,0.06
1.5,oracle_x,76,0.19
1.5,oracle_x,77,0.0
1.5,oracle_x,78,0.18
1.5,oracle_x,79,0.18
1.5,oracle_x,80,0.0
1.5,oracle_x,81,0.14
1.5,oracle_x,82,0.03
1.5,oracle_x,83,0.0
1.5,oracle_x,84,0.0
1.5,oracle_x,85,0.0
1.5,oracle_x,86,0.02
1.5,oracle_x,87,0.15
1.5,oracle_x,88,0.0
1.5,oracle_x,89,0.08
1.5,oracle_x,90,0.0
1.5,oracle_x,91,0.02
1.5,oracle_x,92,0.15
1.5,oracle_x,93,0.04
1.5,oracle_x,94,0.0
1.5,oracle_x,95,0.08
1.5,oracle_x,96,0.13
1.5,oracle_x,97,0.0
1.5,oracle_x,98,0.0
1.5,oracle_x,99,0.0
1.5,xy_snapshot,0,0.05
1.5,xy_snapshot,1,0.11
1.5,xy_snapshot,2,0.13
1.5,xy_snapshot,3,0.25
1.5,xy_snapshot,4,0.03
1.5,xy_snapshot,5,0.15
1.5,xy_snapshot,6,0.09
1.5,xy_snapshot,7,0.14
1.5,xy_snapshot,8,0.19
1.5,xy_snapshot,9,0.17
1.5,xy_snapshot,10,0.09
1.5,xy_snapshot,11,0.02
1.5,xy_snapshot,12,0.12
1.5,xy_snapshot,13,0.11
1.5,xy_snapshot,14,0.04
1.5,xy_snapshot,15,0.09
1.5,xy_snapshot,16,0.1
1.5,xy_snapshot,17,0.06
1.5,xy_snapshot,18,0.09
1.5,xy_snapshot,19,0.13
1.5,xy_snapshot,20,0.08
1.5,xy_snapshot,21,0.07
1.5,xy_snapshot,22,0.24
1.5,xy_snapshot,23,0.14
1.5,xy_snapshot,24,0.05
1.5,xy_snapshot,25,0.24
1.5,xy_snapshot,26,0.16
1.5,xy_snapshot,27,0.21
1.5,xy_snapshot,28,0.06
1.5,xy_snapshot,29,0.01
1.5,xy_snapshot,30,0.06
1.5,xy_snapshot,31,0.11
1.5,xy_snapshot,32,0.14
1.5,xy_snapshot,33,0.15
1.5,xy_snapshot,34,0.07
1.5,xy_snapshot,35,0.03
1.5,xy_snapshot,36,0.09
1.5,xy_snapshot,37,0.13
1.5,xy_snapshot,38,0.03
1.5,xy_snapshot,39,0.22
1.5,xy_snapshot,40,0.1
1.5,xy_snapshot,41,0.19
1.5,xy_snapshot,42,0.13
1.5,xy_snapshot,43,0.06
1.5,xy_snapshot,44,0.11
1.5,xy_snapshot,45,0.06
1.5,xy_snapshot,46,0.04
1.5,xy_snapshot,47,0.07
1.5,xy_snapshot,48,0.03
1.5,xy_snapshot,49,0.1
1.5,xy_snapshot,50,0.1
1.5,xy_snapshot,51,0.1
1.5,xy_snapshot,52,0.24
1.5,xy_snapshot,53,0.09
1.5,xy_snapshot,54,0.02
1.5,xy_snapshot,55,0.08
1.5,xy_snapshot,56,0.18
1.5,xy_snapshot,57,0.18
1.5,xy_snapshot,58,0.07
1.5,xy_snapshot,59,0.18
1.5,xy_snapshot,60,0.13
1.5,xy_snapshot,61,0.1
1.5,xy_snapshot,62,0.13
1.5,xy_snapshot,63,0.03
1.5,xy_snapshot,64,0.08
1.5,xy_snapshot,65,0.13
1.5,xy_snapshot,66,0.05
1.5,xy_snapshot,67,0.11
1.5,xy_snapshot,68,0.21
1.5,xy_snapshot,69,0.12
1.5,xy_snapshot,70,0.18
1.5,xy_snapshot,71,0.05
1.5,xy_snapshot,72,0.05
1.5,xy_snapshot,73,0.13
1.5,xy_snapshot,74,0.14
1.5,xy_snapshot,75,0.09
1.5,xy_snapshot,76,0.11
1.5,xy_snapshot,77,0.11
1.5,xy_snapshot,78,0.13
1.5,xy_snapshot,79,0.02
1.5,xy_snapshot,80,0.19
1.5,xy_snapshot,81,0.1
1.5,xy_snapshot,82,0.05
1.5,xy_snapshot,83,0.11
1.5,xy_snapshot,84,0.04
1.5,xy_snapshot,85,0.16
1.5,xy_snapshot,86,0.08
1.5,xy_snapshot,87,0.33
1.5,xy_snapshot,88,0.22
1.5,xy_snapshot,89,0.06
1.5,xy_snapshot,90,0.07
1.5,xy_snapshot,91,0.12
1.5,xy_snapshot,92,0.07
1.5,xy_snapshot,93,0.06
1.5,xy_snapshot,94,0.06
1.5,xy_snapshot,95,0.23
1.5,xy_snapshot,96,0.06
1.5,xy_snapshot,97,0.07
1.5,xy_snapshot,98,0.17
1.5,xy_snapshot,99,0.03
1.5,xy_pf,0,0.21
1.5,xy_pf,1,0.07
1.5,xy_pf,2,0.0
1.5,xy_pf,3,0.05
1.5,xy_pf,4,0.0
1.5,xy_pf,5,0.03
1.5,xy_pf,6,0.05
1.5,xy_pf,7,0.04
1.5,xy_pf,8,0.0
1.5,xy_pf,9,0.01
1.5,xy_pf,10,0.06
1.5,xy_pf,11,0.0
1.5,xy_pf,12,0.0
1.5,xy_pf,13,0.06
1.5,xy_pf,14,0.0
1.5,xy_pf,15,0.0
1.5,xy_pf,16,0.0
1.5,xy_pf,17,0.0
1.5,xy_pf,18,0.0
1.5,xy_pf,19,0.01
1.5,xy_pf,20,0.06
1.5,xy_pf,21,0.02
1.5,xy_pf,22,0.13
1.5,xy_pf,23,0.01
1.5,xy_pf,24,0.03
1.5,xy_pf,25,0.07
1.5,xy_pf,26,0.01
1.5,xy_pf,27,0.0
1.5,xy_pf,28,0.03
1.5,xy_pf,29,0.0
1.5,xy_pf,30,0.0
1.5,xy_pf,31,0.12
1.5,xy_pf,32,0.0
1.5,xy_pf,33,0.03
1.5,xy_pf,34,0.02
1.5,xy_pf,35,0.09
1.5,xy_pf,36,0.08
1.5,xy_pf,37,0.0
1.5,xy_pf,38,0.01
1.5,xy_pf,39,0.0
1.5,xy_pf,40,0.12
1.5,xy_pf,41,0.0
1.5,xy_pf,42,0.07
1.5,xy_pf,43,0.02
1.5,xy_pf,44,0.19
1.5,xy_pf,45,0.0
1.5,xy_pf,46,0.03
1.5,xy_pf,47,0.0
1.5,xy_pf,48,0.04
1.5,xy_pf,49,0.0
1.5,xy_pf,50,0.01
1.5,xy_pf,51,0.03
1.5,xy_pf,52,0.21
1.5,xy_pf,53,0.03
1.5,xy_pf,54,0.0
1.5,xy_pf,55,0.0
1.5,xy_pf,56,0.22
1.5,xy_pf,57,0.07
1.5,xy_pf,58,0.0
1.5,xy_pf,59,0.19
1.5,xy_pf,60,0.04
1.5,xy_pf,61,0.06
1.5,xy_pf,62,0.03
1.5,xy_pf,63,0.06
1.5,xy_pf,64,0.04
1.5,xy_pf,65,0.0
1.5,xy_pf,66,0.12
1.5,xy_pf,67,0.0
1.5,xy_pf,68,0.05
1.5,xy_pf,69,0.05
1.5,xy_pf,70,0.01
1.5,xy_pf,71,0.02
1.5,xy_pf,72,0.0
1.5,xy_pf,73,0.01
1.5,xy_pf,74,0.02
1.5,xy_pf,75,0.01
1.5,xy_pf,76,0.09
1.5,xy_pf,77,0.07
1.5,xy_pf,78,0.07
1.5,xy_pf,79,0.1
1.5,xy_pf,80,0.03
1.5,xy_pf,81,0.0
1.5,xy_pf,82,0.06
1.5,xy_pf,83,0.11
1.5,xy_pf,84,0.0
1.5,xy_pf,85,0.07
1.5,xy_pf,86,0.08
1.5,xy_pf,87,0.05
1.5,xy_pf,88,0.0
1.5,xy_pf,89,0.15
1.5,xy_pf,90,0.02
1.5,xy_pf,91,0.04
1.5,xy_pf,92,0.0
1.5,xy_pf,93,0.19
1.5,xy_pf,94,0.08
1.5,xy_pf,95,0.01
1.5,xy_pf,96,0.03
1.5,xy_pf,97,0.05
1.5,xy_pf,98,0.08
1.5,xy_pf,99,0.0
2.0,x_pf,0,0.0
2.0,x_pf,1,0.0
2.0,x_pf,2,0.0
2.0,x_pf,3,0.2
2.0,x_pf,4,0.0
2.0,x_pf,5,0.0
2.0,x_pf,6,0.14
2.0,x_pf,7,0.11
2.0,x_pf,8,0.07
2.0,x_pf,9,0.0
2.0,x_pf,10,0.05
2.0,x_pf,11,0.01
2.0,x_pf,12,0.17
2.0,x_pf,13,0.0
2.0,x_pf,14,0.14
2.0,x_pf,15,0.0
2.0,x_pf,16,0.0
2.0,x_pf,17,0.07
2.0,x_pf,18,0.0
2.0,x_pf,19,0.0
2.0,x_pf,20,0.0
2.0,x_pf,21,0.0
2.0,x_pf,22,0.05
2.0,x_pf,23,0.11
2.0,x_pf,24,0.07
2.0,x_pf,25,0.08
2.0,x_pf,26,0.0
2.0,x_pf,27,0.0
2.0,x_pf,28,0.0
2.0,x_pf,29,0.0
2.0,x_pf,30,0.0
2.0,x_pf,31,0.0
2.0,x_pf,32,0.0
2.0,x_pf,33,0.14
2.0,x_pf,34,0.0
2.0,x_pf,35,0.0
2.0,x_pf,36,0.0
2.0,x_pf,37,0.0
2.0,x_pf,38,0.0
2.0,x_pf,39,0.0
2.0,x_pf,40,0.0
2.0,x_pf,41,0.0
2.0,x_pf,42,0.0
2.0,x_pf,43,0.0
2.0,x_pf,44,0.0
2.0,x_pf,45,0.0
2.0,x_pf,46,0.09
2.0,x_pf,47,0.0
2.0,x_pf,48,0.0
2.0,x_pf,49,0.0
2.0,x_pf,50,0.01
2.0,x_pf,51,0.02
2.0,x_pf,52,0.0
2.0,x_pf,53,0.0
2.0,x_pf,54,0.0
2.0,x_pf,55,0.0
2.0,x_pf,56,0.09
2.0,x_pf,57,0.03
2.0,x_pf,58,0.21
2.0,x_pf,59,0.0
2.0,x_pf,60,0.08
2.0,x_pf,61,0.01
2.0,x_pf,62,0.0
2.0,x_pf,63,0.0
2.0,x_pf,64,0.0
2.0,x_pf,65,0.0
2.0,x_pf,66,0.0
2.0,x_pf,67,0.09
2.0,x_pf,68,0.0
2.0,x_pf,69,0.0
2.0,x_pf,70,0.0
2.0,x_pf,71,0.0
2.0,x_pf,72,0.0
2.0,x_pf,73,0.0
2.0,x_pf,74,0.0
2.0,x_pf,75,0.07
2.0,x_pf,76,0.06
2.0,x_pf,77,0.09
2.0,x_pf,78,0.0
2.0,x_pf,79,0.07
2.0,x_pf,80,0.09
2.0,x_pf,81,0.0
2.0,x_pf,82,0.01
2.0,x_pf,83,0.0
2.0,x_pf,84,0.01
2.0,x_pf,85,0.0
2.0,x_pf,86,0.0
2.0,x_pf,87,0.13
2.0,x_pf,88,0.0
2.0,x_pf,89,0.0
2.0,x_pf,90,0.0
2.0,x_pf,91,0.0
2.0,x_pf,92,0.12
2.0,x_pf,93,0.01
2.0,x_pf,94,0.02
2.0,x_pf,95,0.0
2.0,x_pf,96,0.04
2.0,x_pf,97,0.0
2.0,x_pf,98,0.0
2.0,x_pf,99,0.16
2.0,oracle_x,0,0.09
2.0,oracle_x,1,0.05
2.0,oracle_x,2,0.0
2.0,oracle_x,3,0.0
2.0,oracle_x,4,0.0
2.0,oracle_x,5,0.0
2.0,oracle_x,6,0.0
2.0,oracle_x,7,0.0
2.0,oracle_x,8,0.0
2.0,oracle_x,9,0.08
2.0,oracle_x,10,0.54
2.0,oracle_x,11,0.08
2.0,oracle_x,12,0.0
2.0,oracle_x,13,0.0
2.0,oracle_x,14,0.0
2.0,oracle_x,15,0.0
2.0,oracle_x,16,0.0
2.0,oracle_x,17,0.0
2.0,oracle_x,18,0.0
2.0,oracle_x,19,0.05
2.0,oracle_x,20,0.0
2.0,oracle_x,21,0.0
2.0,oracle_x,22,0.0
2.0,oracle_x,23,0.03
2.0,oracle_x,24,0.0
2.0,oracle_x,25,0.07
2.0,oracle_x,26,0.0
2.0,oracle_x,27,0.23
2.0,oracle_x,28,0.01
2.0,oracle_x,29,0.0
2.0,oracle_x,30,0.0
2.0,oracle_x,31,0.01
2.0,oracle_x,32,0.0
2.0,oracle_x,33,0.0
2.0,oracle_x,34,0.0
2.0,oracle_x,35,0.07
2.0,oracle_x,36,0.0
2.0,oracle_x,37,0.24
2.0,oracle_x,38,0.0
2.0,oracle_x,39,0.0
2.0,oracle_x,40,0.08
2.0,oracle_x,41,0.07
2.0,oracle_x,42,0.0
2.0,oracle_x,43,0.01
2.0,oracle_x,44,0.0
2.0,oracle_x,45,0.0
2.0,oracle_x,46,0.06
2.0,oracle_x,47,0.04
2.0,oracle_x,48,0.0
2.0,oracle_x,49,0.04
2.0,oracle_x,50,0.0
2.0,oracle_x,51,0.0
2.0,oracle_x,52,0.0
2.0,oracle_x,53,0.14
2.0,oracle_x,54,0.0
2.0,oracle_x,55,0.0
2.0,oracle_x,56,0.0
2.0,oracle_x,57,0.0
2.0,oracle_x,58,0.0
2.0,oracle_x,59,0.0
2.0,oracle_x,60,0.0
2.0,oracle_x,61,0.14
2.0,oracle_x,62,0.0
2.0,oracle_x,63,0.02
2.0,oracle_x,64,0.05
2.0,oracle_x,65,0.0
2.0,oracle_x,66,0.0
2.0,oracle_x,67,0.0
2.0,oracle_x,68,0.21
2.0,oracle_x,69,0.0
2.0,oracle_x,70,0.05
2.0,oracle_x,71,0.0
2.0,oracle_x,72,0.0
2.0,oracle_x,73,0.0
2.0,oracle_x,74,0.0
2.0,oracle_x,75,0.0
2.0,oracle_x,76,0.01
2.0,oracle_x,77,0.0
2.0,oracle_x,78,0.06
2.0,oracle_x,79,0.0
2.0,oracle_x,80,0.09
2.0,oracle_x,81,0.0
2.0,oracle_x,82,0.0
2.0,oracle_x,83,0.0
2.0,oracle_x,84,0.0
2.0,oracle_x,85,0.0
2.0,oracle_x,86,0.0
2.0,oracle_x,87,0.0
2.0,oracle_x,88,0.05
2.0,oracle_x,89,0.01
2.0,oracle_x,90,0.33
2.0,oracle_x,91,0.04
2.0,oracle_x,92,0.0
2.0,oracle_x,93,0.0
2.0,oracle_x,94,0.08
2.0,oracle_x,95,0.0
2.0,oracle_x,96,0.0
2.0,oracle_x,97,0.22
2.0,oracle_x,98,0.0
2.0,oracle_x,99,0.0
2.0,xy_snapshot,0,0.09
2.0,xy_snapshot,1,0.12
2.0,xy_snapshot,2,0.07
2.0,xy_snapshot,3,0.03
2.0,xy_snapshot,4,0.02
2.0,xy_snapshot,5,0.04
2.0,xy_snapshot,6,0.05
2.0,xy_snapshot,7,0.04
2.0,xy_snapshot,8,0.1
2.0,xy_snapshot,9,0.05
2.0,xy_snapshot,10,0.06
2.0,xy_snapshot,11,0.07
2.0,xy_snapshot,12,0.03
2.0,xy_snapshot,13,0.04
2.0,xy_snapshot,14,0.07
2.0,xy_snapshot,15,0.03
2.0,xy_snapshot,16,0.07
2.0,xy_snapshot,17,0.06
2.0,xy_snapshot,18,0.06
2.0,xy_snapshot,19,0.06
2.0,xy_snapshot,20,0.02
2.0,xy_snapshot,21,0.1
2.0,xy_snapshot,22,0.11
2.0,xy_snapshot,23,0.04
2.0,xy_snapshot,24,0.11
2.0,xy_snapshot,25,0.05
2.0,xy_snapshot,26,0.11
2.0,xy_snapshot,27,0.05
2.0,xy_snapshot,28,0.11
2.0,xy_snapshot,29,0.04
2.0,xy_snapshot,30,0.06
2.0,xy_snapshot,31,0.13
2.0,xy_snapshot,32,0.04
2.0,xy_snapshot,33,0.14
2.0,xy_snapshot,34,0.01
2.0,xy_snapshot,35,0.05
2.0,xy_snapshot,36,0.11
2.0,xy_snapshot,37,0.13
2.0,xy_snapshot,38,0.13
2.0,xy_snapshot,39,0.23
2.0,xy_snapshot,40,0.04
2.0,xy_snapshot,41,0.12
2.0,xy_snapshot,42,0.03
2.0,xy_snapshot,43,0.09
2.0,xy_snapshot,44,0.08
2.0,xy_snapshot,45,0.08
2.0,xy_snapshot,46,0.11
2.0,xy_snapshot,47,0.1
2.0,xy_snapshot,48,0.06
2.0,xy_snapshot,49,0.04
2.0,xy_snapshot,50,0.06
2.0,xy_snapshot,51,0.03
2.0,xy_snapshot,52,0.06
2.0,xy_snapshot,53,0.05
2.0,xy_snapshot,54,0.07
2.0,xy_snapshot,55,0.04
2.0,xy_snapshot,56,0.04
2.0,xy_snapshot,57,0.08
2.0,xy_snapshot,58,0.04
2.0,xy_snapshot,59,0.04
2.0,xy_snapshot,60,0.17
2.0,xy_snapshot,61,0.25
2.0,xy_snapshot,62,0.03
2.0,xy_snapshot,63,0.09
2.0,xy_snapshot,64,0.09
2.0,xy_snapshot,65,0.04
2.0,xy_snapshot,66,0.05
2.0,xy_snapshot,67,0.06
2.0,xy_snapshot,68,0.06
2.0,xy_snapshot,69,0.09
2.0,xy_snapshot,70,0.12
2.0,xy_snapshot,71,0.08
2.0,xy_snapshot,72,0.1
2.0,xy_snapshot,73,0.09
2.0,xy_snapshot,74,0.09
2.0,xy_snapshot,75,0.12
2.0,xy_snapshot,76,0.04
2.0,xy_snapshot,77,0.09
2.0,xy_snapshot,78,0.07
2.0,xy_snapshot,79,0.04
2.0,xy_snapshot,80,0.12
2.0,xy_snapshot,81,0.08
2.0,xy_snapshot,82,0.07
2.0,xy_snapshot,83,0.08
2.0,xy_snapshot,84,0.04
2.0,xy_snapshot,85,0.07
2.0,xy_snapshot,86,0.03
2.0,xy_snapshot,87,0.19
2.0,xy_snapshot,88,0.07
2.0,xy_snapshot,89,0.04
2.0,xy_snapshot,90,0.06
2.0,xy_snapshot,91,0.06
2.0,xy_snapshot,92,0.02
2.0,xy_snapshot,93,0.06
2.0,xy_snapshot,94,0.16
2.0,xy_snapshot,95,0.05
2.0,xy_snapshot,96,0.04
2.0,xy_snapshot,97,0.07
2.0,xy_snapshot,98,0.23
2.0,xy_snapshot,99,0.05
2.0,xy_pf,0,0.1
2.0,xy_pf,1,0.0
2.0,xy_pf,2,0.02
2.0,xy_pf,3,0.01
2.0,xy_pf,4,0.0
2.0,xy_pf,5,0.01
2.0,xy_pf,6,0.0
2.0,xy_pf,7,0.04
2.0,xy_pf,8,0.0
2.0,xy_pf,9,0.0
2.0,xy_pf,10,0.0
2.0,xy_pf,11,0.07
2.0,xy_pf,12,0.0
2.0,xy_pf,13,0.07
2.0,xy_pf,14,0.0
2.0,xy_pf,15,0.0
2.0,xy_pf,16,0.1
2.0,xy_pf,17,0.0
2.0,xy_pf,18,0.0
2.0,xy_pf,19,0.0
2.0,xy_pf,20,0.01
2.0,xy_pf,21,0.0
2.0,xy_pf,22,0.0
2.0,xy_pf,23,0.0
2.0,xy_pf,24,0.0
2.0,xy_pf,25,0.0
2.0,xy_pf,26,0.04
2.0,xy_pf,27,0.0
2.0,xy_pf,28,0.0
2.0,xy_pf,29,0.01
2.0,xy_pf,30,0.0
2.0,xy_pf,31,0.04
2.0,xy_pf,32,0.08
2.0,xy_pf,33,0.0
2.0,xy_pf,34,0.01
2.0,xy_pf,35,0.15
2.0,xy_pf,36,0.0
2.0,xy_pf,37,0.0
2.0,xy_pf,38,0.09
2.0,xy_pf,39,0.0
2.0,xy_pf,40,0.0
2.0,xy_pf,41,0.0
2.0,xy_pf,42,0.11
2.0,xy_pf,43,0.05
2.0,xy_pf,44,0.02
2.0,xy_pf,45,0.08
2.0,xy_pf,46,0.0
2.0,xy_pf,47,0.0
2.0,xy_pf,48,0.0
2.0,xy_pf,49,0.04
2.0,xy_pf,50,0.0
2.0,xy_pf,51,0.0
2.0,xy_pf,52,0.0
2.0,xy_pf,53,0.0
2.0,xy_pf,54,0.0
2.0,xy_pf,55,0.0
2.0,xy_pf,56,0.01
2.0,xy_pf,57,0.0
2.0,xy_pf,58,0.04
2.0,xy_pf,59,0.04
2.0,xy_pf,60,0.0
2.0,xy_pf,61,0.01
2.0,xy_pf,62,0.0
2.0,xy_pf,63,0.0
2.0,xy_pf,64,0.01
2.0,xy_pf,65,0.0
2.0,xy_pf,66,0.0
2.0,xy_pf,67,0.0
2.0,xy_pf,68,0.03
2.0,xy_pf,69,0.01
2.0,xy_pf,70,0.03
2.0,xy_pf,71,0.0
2.0,xy_pf,72,0.0
2.0,xy_pf,73,0.0
2.0,xy_pf,74,0.07
2.0,xy_pf,75,0.04
2.0,xy_pf,76,0.0
2.0,xy_pf,77,0.0
2.0,xy_pf,78,0.0
2.0,xy_pf,79,0.0
2.0,xy_pf,80,0.13
2.0,xy_pf,81,0.0
2.0,xy_pf,82,0.0
2.0,xy_pf,83,0.0
2.0,xy_pf,84,0.01
2.0,xy_pf,85,0.0
2.0,xy_pf,86,0.03
2.0,xy_pf,87,0.02
2.0,xy_pf,88,0.12
2.0,xy_pf,89,0.06
2.0,xy_pf,90,0.0
2.0,xy_pf,91,0.0
2.0,xy_pf,92,0.01
2.0,xy_pf,93,0.1
2.0,xy_pf,94,0.0
2.0,xy_pf,95,0.0
2.0,xy_pf,96,0.03
2.0,xy_pf,97,0.0
2.0,xy_pf,98,0.1
2.0,xy_pf,99,0.01
