axis,axis_value,estimator,trial,sign_error
sigma_obs,0.1,xy_snapshot,97,0.25
sigma_obs,0.1,xy_snapshot,98,0.2
sigma_obs,0.1,xy_snapshot,99,0.28
sigma_obs,0.15,x_pf,0,0.52
sigma_obs,0.15,x_pf,1,0.48
sigma_obs,0.15,x_pf,2,0.32
sigma_obs,0.15,x_pf,3,0.47
sigma_obs,0.15,x_pf,4,0.39
sigma_obs,0.15,x_pf,5,0.2
sigma_obs,0.15,x_pf,6,0.43
sigma_obs,0.15,x_pf,7,0.72
sigma_obs,0.15,x_pf,8,0.36
sigma_obs,0.15,x_pf,9,0.23
sigma_obs,0.15,x_pf,10,0.45
sigma_obs,0.15,x_pf,11,0.53
sigma_obs,0.15,x_pf,12,0.59
sigma_obs,0.15,x_pf,13,0.65
sigma_obs,0.15,x_pf,14,0.64
sigma_obs,0.15,x_pf,15,0.77
sigma_obs,0.15,x_pf,16,0.3
sigma_obs,0.15,x_pf,17,0.75
sigma_obs,0.15,x_pf,18,0.37
sigma_obs,0.15,x_pf,19,0.33
sigma_obs,0.15,x_pf,20,0.66
sigma_obs,0.15,x_pf,21,0.39
sigma_obs,0.15,x_pf,22,0.67
sigma_obs,0.15,x_pf,23,0.74
sigma_obs,0.15,x_pf,24,0.63
sigma_obs,0.15,x_pf,25,0.55
sigma_obs,0.15,x_pf,26,0.91
sigma_obs,0.15,x_pf,27,0.7
sigma_obs,0.15,x_pf,28,0.61
sigma_obs,0.15,x_pf,29,0.58
sigma_obs,0.15,x_pf,30,0.55
sigma_obs,0.15,x_pf,31,0.44
sigma_obs,0.15,x_pf,32,0.74
sigma_obs,0.15,x_pf,33,0.42
sigma_obs,0.15,x_pf,34,0.16
sigma_obs,0.15,x_pf,35,0.39
sigma_obs,0.15,x_pf,36,0.59
sigma_obs,0.15,x_pf,37,0.49
sigma_obs,0.15,x_pf,38,0.46
sigma_obs,0.15,x_pf,39,0.78
sigma_obs,0.15,x_pf,40,0.84
sigma_obs,0.15,x_pf,41,0.7
sigma_obs,0.15,x_pf,42,0.17
sigma_obs,0.15,x_pf,43,0.39
sigma_obs,0.15,x_pf,44,0.77
sigma_obs,0.15,x_pf,45,0.35
sigma_obs,0.15,x_pf,46,0.62
sigma_obs,0.15,x_pf,47,0.2
sigma_obs,0.15,x_pf,48,0.66
sigma_obs,0.15,x_pf,49,0.24
sigma_obs,0.15,x_pf,50,0.66
sigma_obs,0.15,x_pf,51,0.4
sigma_obs,0.15,x_pf,52,0.59
sigma_obs,0.15,x_pf,53,0.58
sigma_obs,0.15,x_pf,54,0.49
sigma_obs,0.15,x_pf,55,0.28
sigma_obs,0.15,x_pf,56,0.64
sigma_obs,0.15,x_pf,57,0.48
sigma_obs,0.15,x_pf,58,0.45
sigma_obs,0.15,x_pf,59,0.35
sigma_obs,0.15,x_pf,60,0.15
sigma_obs,0.15,x_pf,61,0.64
sigma_obs,0.15,x_pf,62,0.2
sigma_obs,0.15,x_pf,63,0.65
sigma_obs,0.15,x_pf,64,0.45
sigma_obs,0.15,x_pf,65,0.6
sigma_obs,0.15,x_pf,66,0.41
sigma_obs,0.15,x_pf,67,0.35
sigma_obs,0.15,x_pf,68,0.51
sigma_obs,0.15,x_pf,69,0.61
sigma_obs,0.15,x_pf,70,0.82
sigma_obs,0.15,x_pf,71,0.33
sigma_obs,0.15,x_pf,72,0.43
sigma_obs,0.15,x_pf,73,0.44
sigma_obs,0.15,x_pf,74,0.37
sigma_obs,0.15,x_pf,75,0.52
sigma_obs,0.15,x_pf,76,0.39
sigma_obs,0.15,x_pf,77,0.26
sigma_obs,0.15,x_pf,78,0.26
sigma_obs,0.15,x_pf,79,0.53
sigma_obs,0.15,x_pf,80,0.41
sigma_obs,0.15,x_pf,81,0.61
sigma_obs,0.15,x_pf,82,0.58
sigma_obs,0.15,x_pf,83,0.81
sigma_obs,0.15,x_pf,84,0.54
sigma_obs,0.15,x_pf,85,0.61
sigma_obs,0.15,x_pf,86,0.94
sigma_obs,0.15,x_pf,87,0.33
sigma_obs,0.15,x_pf,88,0.59
sigma_obs,0.15,x_pf,89,0.43
sigma_obs,0.15,x_pf,90,0.36
sigma_obs,0.15,x_pf,91,0.36
sigma_obs,0.15,x_pf,92,0.33
sigma_obs,0.15,x_pf,93,0.32
sigma_obs,0.15,x_pf,94,0.21
sigma_obs,0.15,x_pf,95,0.57
sigma_obs,0.15,x_pf,96,0.4
sigma_obs,0.15,x_pf,97,0.44
sigma_obs,0.15,x_pf,98,0.59
sigma_obs,0.15,x_pf,99,0.33
sigma_obs,0.15,oracle_x,0,0.55
sigma_obs,0.15,oracle_x,1,0.55
sigma_obs,0.15,oracle_x,2,0.49
sigma_obs,0.15,oracle_x,3,0.44
sigma_obs,0.15,oracle_x,4,0.49
sigma_obs,0.15,oracle_x,5,0.55
sigma_obs,0.15,oracle_x,6,0.5
sigma_obs,0.15,oracle_x,7,0.43
sigma_obs,0.15,oracle_x,8,0.57
sigma_obs,0.15,oracle_x,9,0.53
sigma_obs,0.15,oracle_x,10,0.38
sigma_obs,0.15,oracle_x,11,0.46
sigma_obs,0.15,oracle_x,12,0.47
sigma_obs,0.15,oracle_x,13,0.52
sigma_obs,0.15,oracle_x,14,0.55
sigma_obs,0.15,oracle_x,15,0.48
sigma_obs,0.15,oracle_x,16,0.47
sigma_obs,0.15,oracle_x,17,0.52
sigma_obs,0.15,oracle_x,18,0.5
sigma_obs,0.15,oracle_x,19,0.52
sigma_obs,0.15,oracle_x,20,0.49
sigma_obs,0.15,oracle_x,21,0.46
sigma_obs,0.15,oracle_x,22,0.43
sigma_obs,0.15,oracle_x,23,0.54
sigma_obs,0.15,oracle_x,24,0.54
sigma_obs,0.15,oracle_x,25,0.57
sigma_obs,0.15,oracle_x,26,0.45
sigma_obs,0.15,oracle_x,27,0.49
sigma_obs,0.15,oracle_x,28,0.58
sigma_obs,0.15,oracle_x,29,0.4
sigma_obs,0.15,oracle_x,30,0.5
sigma_obs,0.15,oracle_x,31,0.49
sigma_obs,0.15,oracle_x,32,0.49
sigma_obs,0.15,oracle_x,33,0.5
sigma_obs,0.15,oracle_x,34,0.49
sigma_obs,0.15,oracle_x,35,0.45
sigma_obs,0.15,oracle_x,36,0.52
sigma_obs,0.15,oracle_x,37,0.5
sigma_obs,0.15,oracle_x,38,0.53
sigma_obs,0.15,oracle_x,39,0.46
sigma_obs,0.15,oracle_x,40,0.6
sigma_obs,0.15,oracle_x,41,0.4
sigma_obs,0.15,oracle_x,42,0.5
sigma_obs,0.15,oracle_x,43,0.51
sigma_obs,0.15,oracle_x,44,0.46
sigma_obs,0.15,oracle_x,45,0.54
sigma_obs,0.15,oracle_x,46,0.43
sigma_obs,0.15,oracle_x,47,0.55
sigma_obs,0.15,oracle_x,48,0.63
sigma_obs,0.15,oracle_x,49,0.51
sigma_obs,0.15,oracle_x,50,0.45
sigma_obs,0.15,oracle_x,51,0.53
sigma_obs,0.15,oracle_x,52,0.46
sigma_obs,0.15,oracle_x,53,0.41
sigma_obs,0.15,oracle_x,54,0.49
sigma_obs,0.15,oracle_x,55,0.45
sigma_obs,0.15,oracle_x,56,0.51
sigma_obs,0.15,oracle_x,57,0.52
sigma_obs,0.15,oracle_x,58,0.46
sigma_obs,0.15,oracle_x,59,0.45
sigma_obs,0.15,oracle_x,60,0.56
sigma_obs,0.15,oracle_x,61,0.49
sigma_obs,0.15,oracle_x,62,0.4
sigma_obs,0.15,oracle_x,63,0.43
sigma_obs,0.15,oracle_x,64,0.58
sigma_obs,0.15,oracle_x,65,0.53
sigma_obs,0.15,oracle_x,66,0.58
sigma_obs,0.15,oracle_x,67,0.45
sigma_obs,0.15,oracle_x,68,0.61
sigma_obs,0.15,oracle_x,69,0.49
sigma_obs,0.15,oracle_x,70,0.52
sigma_obs,0.15,oracle_x,71,0.47
sigma_obs,0.15,oracle_x,72,0.62
sigma_obs,0.15,oracle_x,73,0.52
sigma_obs,0.15,oracle_x,74,0.48
sigma_obs,0.15,oracle_x,75,0.5
sigma_obs,0.15,oracle_x,76,0.5
sigma_obs,0.15,oracle_x,77,0.55
sigma_obs,0.15,oracle_x,78,0.49
sigma_obs,0.15,oracle_x,79,0.47
sigma_obs,0.15,oracle_x,80,0.5
sigma_obs,0.15,oracle_x,81,0.6
sigma_obs,0.15,oracle_x,82,0.51
sigma_obs,0.15,oracle_x,83,0.59
sigma_obs,0.15,oracle_x,84,0.56
sigma_obs,0.15,oracle_x,85,0.47
sigma_obs,0.15,oracle_x,86,0.53
sigma_obs,0.15,oracle_x,87,0.45
sigma_obs,0.15,oracle_x,88,0.5
sigma_obs,0.15,oracle_x,89,0.5
sigma_obs,0.15,oracle_x,90,0.49
sigma_obs,0.15,oracle_x,91,0.5
sigma_obs,0.15,oracle_x,92,0.48
sigma_obs,0.15,oracle_x,93,0.46
sigma_obs,0.15,oracle_x,94,0.48
sigma_obs,0.15,oracle_x,95,0.45
sigma_obs,0.15,oracle_x,96,0.52
sigma_obs,0.15,oracle_x,97,0.53
sigma_obs,0.15,oracle_x,98,0.52
sigma_obs,0.15,oracle_x,99,0.49
sigma_obs,0.15,xy_snapshot,0,0.22
sigma_obs,0.15,xy_snapshot,1,0.23
sigma_obs,0.15,xy_snapshot,2,0.29
sigma_obs,0.15,xy_snapshot,3,0.28
sigma_obs,0.15,xy_snapshot,4,0.18
sigma_obs,0.15,xy_snapshot,5,0.27
sigma_obs,0.15,xy_snapshot,6,0.15
sigma_obs,0.15,xy_snapshot,7,0.3
sigma_obs,0.15,xy_snapshot,8,0.17
sigma_obs,0.15,xy_snapshot,9,0.22
sigma_obs,0.15,xy_snapshot,10,0.2
sigma_obs,0.15,xy_snapshot,11,0.16
sigma_obs,0.15,xy_snapshot,12,0.29
sigma_obs,0.15,xy_snapshot,13,0.3
sigma_obs,0.15,xy_snapshot,14,0.3
sigma_obs,0.15,xy_snapshot,15,0.27
sigma_obs,0.15,xy_snapshot,16,0.19
sigma_obs,0.15,xy_snapshot,17,0.41
sigma_obs,0.15,xy_snapshot,18,0.29
sigma_obs,0.15,xy_snapshot,19,0.3
sigma_obs,0.15,xy_snapshot,20,0.25
sigma_obs,0.15,xy_snapshot,21,0.13
sigma_obs,0.15,xy_snapshot,22,0.16
sigma_obs,0.15,xy_snapshot,23,0.26
sigma_obs,0.15,xy_snapshot,24,0.22
sigma_obs,0.15,xy_snapshot,25,0.15
sigma_obs,0.15,xy_snapshot,26,0.19
sigma_obs,0.15,xy_snapshot,27,0.26
sigma_obs,0.15,xy_snapshot,28,0.19
sigma_obs,0.15,xy_snapshot,29,0.32
sigma_obs,0.15,xy_snapshot,30,0.19
sigma_obs,0.15,xy_snapshot,31,0.29
sigma_obs,0.15,xy_snapshot,32,0.17
sigma_obs,0.15,xy_snapshot,33,0.3
sigma_obs,0.15,xy_snapshot,34,0.27
sigma_obs,0.15,xy_snapshot,35,0.3
sigma_obs,0.15,xy_snapshot,36,0.25
sigma_obs,0.15,xy_snapshot,37,0.28
sigma_obs,0.15,xy_snapshot,38,0.16
sigma_obs,0.15,xy_snapshot,39,0.24
sigma_obs,0.15,xy_snapshot,40,0.29
sigma_obs,0.15,xy_snapshot,41,0.23
sigma_obs,0.15,xy_snapshot,42,0.19
sigma_obs,0.15,xy_snapshot,43,0.23
sigma_obs,0.15,xy_snapshot,44,0.31
sigma_obs,0.15,xy_snapshot,45,0.21
sigma_obs,0.15,xy_snapshot,46,0.34
sigma_obs,0.15,xy_snapshot,47,0.14
sigma_obs,0.15,xy_snapshot,48,0.15
sigma_obs,0.15,xy_snapshot,49,0.22
sigma_obs,0.15,xy_snapshot,50,0.16
sigma_obs,0.15,xy_snapshot,51,0.22
sigma_obs,0.15,xy_snapshot,52,0.18
sigma_obs,0.15,xy_snapshot,53,0.15
sigma_obs,0.15,xy_snapshot,54,0.26
sigma_obs,0.15,xy_snapshot,55,0.14
sigma_obs,0.15,xy_snapshot,56,0.21
sigma_obs,0.15,xy_snapshot,57,0.24
sigma_obs,0.15,xy_snapshot,58,0.26
sigma_obs,0.15,xy_snapshot,59,0.21
sigma_obs,0.15,xy_snapshot,60,0.27
sigma_obs,0.15,xy_snapshot,61,0.23
sigma_obs,0.15,xy_snapshot,62,0.23
sigma_obs,0.15,xy_snapshot,63,0.18
sigma_obs,0.15,xy_snapshot,64,0.14
sigma_obs,0.15,xy_snapshot,65,0.23
sigma_obs,0.15,xy_snapshot,66,0.17
sigma_obs,0.15,xy_snapshot,67,0.25
sigma_obs,0.15,xy_snapshot,68,0.27
sigma_obs,0.15,xy_snapshot,69,0.29
sigma_obs,0.15,xy_snapshot,70,0.12
sigma_obs,0.15,xy_snapshot,71,0.32
sigma_obs,0.15,xy_snapshot,72,0.18
sigma_obs,0.15,xy_snapshot,73,0.16
sigma_obs,0.15,xy_snapshot,74,0.22
sigma_obs,0.15,xy_snapshot,75,0.21
sigma_obs,0.15,xy_snapshot,76,0.27
sigma_obs,0.15,xy_snapshot,77,0.24
sigma_obs,0.15,xy_snapshot,78,0.32
sigma_obs,0.15,xy_snapshot,79,0.24
sigma_obs,0.15,xy_snapshot,80,0.25
sigma_obs,0.15,xy_snapshot,81,0.21
sigma_obs,0.15,xy_snapshot,82,0.12
sigma_obs,0.15,xy_snapshot,83,0.18
sigma_obs,0.15,xy_snapshot,84,0.16
sigma_obs,0.15,xy_snapshot,85,0.24
sigma_obs,0.15,xy_snapshot,86,0.21
sigma_obs,0.15,xy_snapshot,87,0.16
sigma_obs,0.15,xy_snapshot,88,0.24
sigma_obs,0.15,xy_snapshot,89,0.31
sigma_obs,0.15,xy_snapshot,90,0.22
sigma_obs,0.15,xy_snapshot,91,0.21
sigma_obs,0.15,xy_snapshot,92,0.17
sigma_obs,0.15,xy_snapshot,93,0.32
sigma_obs,0.15,xy_snapshot,94,0.22
sigma_obs,0.15,xy_snapshot,95,0.16
sigma_obs,0.15,xy_snapshot,96,0.24
sigma_obs,0.15,xy_snapshot,97,0.24
sigma_obs,0.15,xy_snapshot,98,0.17
sigma_obs,0.15,xy_snapshot,99,0.24
sigma_obs,0.25,x_pf,0,0.24
sigma_obs,0.25,x_pf,1,0.27
sigma_obs,0.25,x_pf,2,0.49
sigma_obs,0.25,x_pf,3,0.4
sigma_obs,0.25,x_pf,4,0.71
sigma_obs,0.25,x_pf,5,0.32
sigma_obs,0.25,x_pf,6,0.63
sigma_obs,0.25,x_pf,7,0.4
sigma_obs,0.25,x_pf,8,0.28
sigma_obs,0.25,x_pf,9,0.35
sigma_obs,0.25,x_pf,10,0.45
sigma_obs,0.25,x_pf,11,0.46
sigma_obs,0.25,x_pf,12,0.26
sigma_obs,0.25,x_pf,13,0.52
sigma_obs,0.25,x_pf,14,0.5
sigma_obs,0.25,x_pf,15,0.45
sigma_obs,0.25,x_pf,16,0.46
sigma_obs,0.25,x_pf,17,0.66
sigma_obs,0.25,x_pf,18,0.46
sigma_obs,0.25,x_pf,19,0.37
sigma_obs,0.25,x_pf,20,0.76
sigma_obs,0.25,x_pf,21,0.33
sigma_obs,0.25,x_pf,22,0.5
sigma_obs,0.25,x_pf,23,0.77
sigma_obs,0.25,x_pf,24,0.36
sigma_obs,0.25,x_pf,25,0.38
sigma_obs,0.25,x_pf,26,0.79
sigma_obs,0.25,x_pf,27,0.57
sigma_obs,0.25,x_pf,28,0.45
sigma_obs,0.25,x_pf,29,0.5
sigma_obs,0.25,x_pf,30,0.72
sigma_obs,0.25,x_pf,31,0.48
sigma_obs,0.25,x_pf,32,0.59
sigma_obs,0.25,x_pf,33,0.42
sigma_obs,0.25,x_pf,34,0.54
sigma_obs,0.25,x_pf,35,0.43
sigma_obs,0.25,x_pf,36,0.56
sigma_obs,0.25,x_pf,37,0.44
sigma_obs,0.25,x_pf,38,0.53
sigma_obs,0.25,x_pf,39,0.66
sigma_obs,0.25,x_pf,40,0.22
sigma_obs,0.25,x_pf,41,0.41
sigma_obs,0.25,x_pf,42,0.68
sigma_obs,0.25,x_pf,43,0.65
sigma_obs,0.25,x_pf,44,0.68
sigma_obs,0.25,x_pf,45,0.78
sigma_obs,0.25,x_pf,46,0.47
sigma_obs,0.25,x_pf,47,0.39
sigma_obs,0.25,x_pf,48,0.23
sigma_obs,0.25,x_pf,49,0.53
sigma_obs,0.25,x_pf,50,0.33
sigma_obs,0.25,x_pf,51,0.84
sigma_obs,0.25,x_pf,52,0.42
sigma_obs,0.25,x_pf,53,0.53
sigma_obs,0.25,x_pf,54,0.59
sigma_obs,0.25,x_pf,55,0.5
sigma_obs,0.25,x_pf,56,0.68
sigma_obs,0.25,x_pf,57,0.44
sigma_obs,0.25,x_pf,58,0.48
sigma_obs,0.25,x_pf,59,0.29
sigma_obs,0.25,x_pf,60,0.71
sigma_obs,0.25,x_pf,61,0.44
sigma_obs,0.25,x_pf,62,0.6
sigma_obs,0.25,x_pf,63,0.71
sigma_obs,0.25,x_pf,64,0.53
sigma_obs,0.25,x_pf,65,0.46
sigma_obs,0.25,x_pf,66,0.38
sigma_obs,0.25,x_pf,67,0.59
sigma_obs,0.25,x_pf,68,0.42
sigma_obs,0.25,x_pf,69,0.24
sigma_obs,0.25,x_pf,70,0.42
sigma_obs,0.25,x_pf,71,0.47
sigma_obs,0.25,x_pf,72,0.61
sigma_obs,0.25,x_pf,73,0.55
sigma_obs,0.25,x_pf,74,0.86
sigma_obs,0.25,x_pf,75,0.6
sigma_obs,0.25,x_pf,76,0.38
sigma_obs,0.25,x_pf,77,0.35
sigma_obs,0.25,x_pf,78,0.26
sigma_obs,0.25,x_pf,79,0.48
sigma_obs,0.25,x_pf,80,0.41
sigma_obs,0.25,x_pf,81,0.6
sigma_obs,0.25,x_pf,82,0.6
sigma_obs,0.25,x_pf,83,0.58
sigma_obs,0.25,x_pf,84,0.56
sigma_obs,0.25,x_pf,85,0.72
sigma_obs,0.25,x_pf,86,0.72
sigma_obs,0.25,x_pf,87,0.5
sigma_obs,0.25,x_pf,88,0.65
sigma_obs,0.25,x_pf,89,0.39
sigma_obs,0.25,x_pf,90,0.58
sigma_obs,0.25,x_pf,91,0.5
sigma_obs,0.25,x_pf,92,0.44
sigma_obs,0.25,x_pf,93,0.19
sigma_obs,0.25,x_pf,94,0.73
sigma_obs,0.25,x_pf,95,0.5
sigma_obs,0.25,x_pf,96,0.41
sigma_obs,0.25,x_pf,97,0.57
sigma_obs,0.25,x_pf,98,0.4
sigma_obs,0.25,x_pf,99,0.34
sigma_obs,0.25,oracle_x,0,0.55
sigma_obs,0.25,oracle_x,1,0.48
sigma_obs,0.25,oracle_x,2,0.53
sigma_obs,0.25,oracle_x,3,0.56
sigma_obs,0.25,oracle_x,4,0.56
sigma_obs,0.25,oracle_x,5,0.5
sigma_obs,0.25,oracle_x,6,0.6
sigma_obs,0.25,oracle_x,7,0.58
sigma_obs,0.25,oracle_x,8,0.44
sigma_obs,0.25,oracle_x,9,0.43
sigma_obs,0.25,oracle_x,10,0.56
sigma_obs,0.25,oracle_x,11,0.46
sigma_obs,0.25,oracle_x,12,0.6
sigma_obs,0.25,oracle_x,13,0.53
sigma_obs,0.25,oracle_x,14,0.48
sigma_obs,0.25,oracle_x,15,0.53
sigma_obs,0.25,oracle_x,16,0.47
sigma_obs,0.25,oracle_x,17,0.53
sigma_obs,0.25,oracle_x,18,0.5
sigma_obs,0.25,oracle_x,19,0.52
sigma_obs,0.25,oracle_x,20,0.51
sigma_obs,0.25,oracle_x,21,0.53
sigma_obs,0.25,oracle_x,22,0.54
sigma_obs,0.25,oracle_x,23,0.5
sigma_obs,0.25,oracle_x,24,0.51
sigma_obs,0.25,oracle_x,25,0.53
sigma_obs,0.25,oracle_x,26,0.45
sigma_obs,0.25,oracle_x,27,0.48
sigma_obs,0.25,oracle_x,28,0.53
sigma_obs,0.25,oracle_x,29,0.46
sigma_obs,0.25,oracle_x,30,0.58
sigma_obs,0.25,oracle_x,31,0.61
sigma_obs,0.25,oracle_x,32,0.34
sigma_obs,0.25,oracle_x,33,0.56
sigma_obs,0.25,oracle_x,34,0.47
sigma_obs,0.25,oracle_x,35,0.54
sigma_obs,0.25,oracle_x,36,0.5
sigma_obs,0.25,oracle_x,37,0.58
sigma_obs,0.25,oracle_x,38,0.49
sigma_obs,0.25,oracle_x,39,0.48
sigma_obs,0.25,oracle_x,40,0.56
sigma_obs,0.25,oracle_x,41,0.49
sigma_obs,0.25,oracle_x,42,0.51
sigma_obs,0.25,oracle_x,43,0.49
sigma_obs,0.25,oracle_x,44,0.47
sigma_obs,0.25,oracle_x,45,0.47
sigma_obs,0.25,oracle_x,46,0.57
sigma_obs,0.25,oracle_x,47,0.43
sigma_obs,0.25,oracle_x,48,0.48
sigma_obs,0.25,oracle_x,49,0.46
sigma_obs,0.25,oracle_x,50,0.55
sigma_obs,0.25,oracle_x,51,0.48
sigma_obs,0.25,oracle_x,52,0.48
sigma_obs,0.25,oracle_x,53,0.53
sigma_obs,0.25,oracle_x,54,0.49
sigma_obs,0.25,oracle_x,55,0.49
sigma_obs,0.25,oracle_x,56,0.47
sigma_obs,0.25,oracle_x,57,0.45
sigma_obs,0.25,oracle_x,58,0.52
sigma_obs,0.25,oracle_x,59,0.47
sigma_obs,0.25,oracle_x,60,0.51
sigma_obs,0.25,oracle_x,61,0.57
sigma_obs,0.25,oracle_x,62,0.54
sigma_obs,0.25,oracle_x,63,0.51
sigma_obs,0.25,oracle_x,64,0.47
sigma_obs,0.25,oracle_x,65,0.46
sigma_obs,0.25,oracle_x,66,0.61
sigma_obs,0.25,oracle_x,67,0.53
sigma_obs,0.25,oracle_x,68,0.46
sigma_obs,0.25,oracle_x,69,0.47
sigma_obs,0.25,oracle_x,70,0.47
sigma_obs,0.25,oracle_x,71,0.57
sigma_obs,0.25,oracle_x,72,0.49
sigma_obs,0.25,oracle_x,73,0.55
sigma_obs,0.25,oracle_x,74,0.52
sigma_obs,0.25,oracle_x,75,0.52
sigma_obs,0.25,oracle_x,76,0.59
sigma_obs,0.25,oracle_x,77,0.54
sigma_obs,0.25,oracle_x,78,0.5
sigma_obs,0.25,oracle_x,79,0.46
sigma_obs,0.25,oracle_x,80,0.57
sigma_obs,0.25,oracle_x,81,0.52
sigma_obs,0.25,oracle_x,82,0.53
sigma_obs,0.25,oracle_x,83,0.61
sigma_obs,0.25,oracle_x,84,0.43
sigma_obs,0.25,oracle_x,85,0.47
sigma_obs,0.25,oracle_x,86,0.38
sigma_obs,0.25,oracle_x,87,0.52
sigma_obs,0.25,oracle_x,88,0.46
sigma_obs,0.25,oracle_x,89,0.58
sigma_obs,0.25,oracle_x,90,0.5
sigma_obs,0.25,oracle_x,91,0.49
sigma_obs,0.25,oracle_x,92,0.51
sigma_obs,0.25,oracle_x,93,0.41
sigma_obs,0.25,oracle_x,94,0.5
sigma_obs,0.25,oracle_x,95,0.51
sigma_obs,0.25,oracle_x,96,0.44
sigma_obs,0.25,oracle_x,97,0.52
sigma_obs,0.25,oracle_x,98,0.55
sigma_obs,0.25,oracle_x,99,0.46
sigma_obs,0.25,xy_snapshot,0,0.31
sigma_obs,0.25,xy_snapshot,1,0.24
sigma_obs,0.25,xy_snapshot,2,0.26
sigma_obs,0.25,xy_snapshot,3,0.23
sigma_obs,0.25,xy_snapshot,4,0.16
sigma_obs,0.25,xy_snapshot,5,0.32
sigma_obs,0.25,xy_snapshot,6,0.22
sigma_obs,0.25,xy_snapshot,7,0.29
sigma_obs,0.25,xy_snapshot,8,0.16
sigma_obs,0.25,xy_snapshot,9,0.27
sigma_obs,0.25,xy_snapshot,10,0.25
sigma_obs,0.25,xy_snapshot,11,0.22
sigma_obs,0.25,xy_snapshot,12,0.18
sigma_obs,0.25,xy_snapshot,13,0.22
sigma_obs,0.25,xy_snapshot,14,0.18
sigma_obs,0.25,xy_snapshot,15,0.2
sigma_obs,0.25,xy_snapshot,16,0.26
sigma_obs,0.25,xy_snapshot,17,0.31
sigma_obs,0.25,xy_snapshot,18,0.23
sigma_obs,0.25,xy_snapshot,19,0.24
sigma_obs,0.25,xy_snapshot,20,0.19
sigma_obs,0.25,xy_snapshot,21,0.16
sigma_obs,0.25,xy_snapshot,22,0.17
sigma_obs,0.25,xy_snapshot,23,0.29
sigma_obs,0.25,xy_snapshot,24,0.25
sigma_obs,0.25,xy_snapshot,25,0.2
sigma_obs,0.25,xy_snapshot,26,0.15
sigma_obs,0.25,xy_snapshot,27,0.33
sigma_obs,0.25,xy_snapshot,28,0.21
sigma_obs,0.25,xy_snapshot,29,0.15
sigma_obs,0.25,xy_snapshot,30,0.23
sigma_obs,0.25,xy_snapshot,31,0.36
sigma_obs,0.25,xy_snapshot,32,0.26
sigma_obs,0.25,xy_snapshot,33,0.32
sigma_obs,0.25,xy_snapshot,34,0.37
sigma_obs,0.25,xy_snapshot,35,0.22
sigma_obs,0.25,xy_snapshot,36,0.22
sigma_obs,0.25,xy_snapshot,37,0.3
sigma_obs,0.25,xy_snapshot,38,0.13
sigma_obs,0.25,xy_snapshot,39,0.2
sigma_obs,0.25,xy_snapshot,40,0.31
sigma_obs,0.25,xy_snapshot,41,0.24
sigma_obs,0.25,xy_snapshot,42,0.18
sigma_obs,0.25,xy_snapshot,43,0.21
sigma_obs,0.25,xy_snapshot,44,0.34
sigma_obs,0.25,xy_snapshot,45,0.2
sigma_obs,0.25,xy_snapshot,46,0.18
sigma_obs,0.25,xy_snapshot,47,0.25
sigma_obs,0.25,xy_snapshot,48,0.21
sigma_obs,0.25,xy_snapshot,49,0.29
sigma_obs,0.25,xy_snapshot,50,0.15
sigma_obs,0.25,xy_snapshot,51,0.23
sigma_obs,0.25,xy_snapshot,52,0.29
sigma_obs,0.25,xy_snapshot,53,0.18
sigma_obs,0.25,xy_snapshot,54,0.21
sigma_obs,0.25,xy_snapshot,55,0.18
sigma_obs,0.25,xy_snapshot,56,0.2
sigma_obs,0.25,xy_snapshot,57,0.21
sigma_obs,0.25,xy_snapshot,58,0.1
sigma_obs,0.25,xy_snapshot,59,0.13
sigma_obs,0.25,xy_snapshot,60,0.24
sigma_obs,0.25,xy_snapshot,61,0.21
sigma_obs,0.25,xy_snapshot,62,0.07
sigma_obs,0.25,xy_snapshot,63,0.25
sigma_obs,0.25,xy_snapshot,64,0.26
sigma_obs,0.25,xy_snapshot,65,0.25
sigma_obs,0.25,xy_snapshot,66,0.13
sigma_obs,0.25,xy_snapshot,67,0.32
sigma_obs,0.25,xy_snapshot,68,0.22
sigma_obs,0.25,xy_snapshot,69,0.2
sigma_obs,0.25,xy_snapshot,70,0.24
sigma_obs,0.25,xy_snapshot,71,0.18
sigma_obs,0.25,xy_snapshot,72,0.3
sigma_obs,0.25,xy_snapshot,73,0.2
sigma_obs,0.25,xy_snapshot,74,0.21
sigma_obs,0.25,xy_snapshot,75,0.25
sigma_obs,0.25,xy_snapshot,76,0.15
sigma_obs,0.25,xy_snapshot,77,0.16
sigma_obs,0.25,xy_snapshot,78,0.3
sigma_obs,0.25,xy_snapshot,79,0.2
sigma_obs,0.25,xy_snapshot,80,0.3
sigma_obs,0.25,xy_snapshot,81,0.3
sigma_obs,0.25,xy_snapshot,82,0.27
sigma_obs,0.25,xy_snapshot,83,0.16
sigma_obs,0.25,xy_snapshot,84,0.19
sigma_obs,0.25,xy_snapshot,85,0.21
sigma_obs,0.25,xy_snapshot,86,0.24
sigma_obs,0.25,xy_snapshot,87,0.19
sigma_obs,0.25,xy_snapshot,88,0.17
sigma_obs,0.25,xy_snapshot,89,0.28
sigma_obs,0.25,xy_snapshot,90,0.23
sigma_obs,0.25,xy_snapshot,91,0.17
sigma_obs,0.25,xy_snapshot,92,0.26
sigma_obs,0.25,xy_snapshot,93,0.25
sigma_obs,0.25,xy_snapshot,94,0.23
sigma_obs,0.25,xy_snapshot,95,0.16
